transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,Date,address,postcode,state,country,property_valuation,profit
3,37,402,2017-10-16,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,Berne,Donegan,Male,9,1977-06-03,Desktop Support Technician,Retail,Affluent Customer,N,testâ testâ«,No,22.0,1977-06-03,586 Miller Parkway,2835,NSW,Australia,1,1544.6100000000001
1674,47,402,2017-11-04,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0,Berne,Donegan,Male,9,1977-06-03,Desktop Support Technician,Retail,Affluent Customer,N,testâ testâ«,No,22.0,1977-06-03,586 Miller Parkway,2835,NSW,Australia,1,189.27999999999997
13820,12,402,2017-09-30,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Berne,Donegan,Male,9,1977-06-03,Desktop Support Technician,Retail,Affluent Customer,N,testâ testâ«,No,22.0,1977-06-03,586 Miller Parkway,2835,NSW,Australia,1,1069.5500000000002
17127,3,402,2017-01-29,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,Berne,Donegan,Male,9,1977-06-03,Desktop Support Technician,Retail,Affluent Customer,N,testâ testâ«,No,22.0,1977-06-03,586 Miller Parkway,2835,NSW,Australia,1,1702.5499999999997
17824,61,402,2017-05-05,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,Berne,Donegan,Male,9,1977-06-03,Desktop Support Technician,Retail,Affluent Customer,N,testâ testâ«,No,22.0,1977-06-03,586 Miller Parkway,2835,NSW,Australia,1,14.229999999999997
18312,77,402,2017-10-03,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,Berne,Donegan,Male,9,1977-06-03,Desktop Support Technician,Retail,Affluent Customer,N,testâ testâ«,No,22.0,1977-06-03,586 Miller Parkway,2835,NSW,Australia,1,445.2099999999999
4,88,3135,2017-08-31,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0,Titus,Worsall,Male,83,1962-01-14,Staff Scientist,Financial Services,Mass Customer,N,â°â´âµâââ,No,16.0,1962-01-14,1617 Harper Parkway,2096,NSW,Australia,10,817.36
1134,59,3135,2017-02-27,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,Titus,Worsall,Male,83,1962-01-14,Staff Scientist,Financial Services,Mass Customer,N,â°â´âµâââ,No,16.0,1962-01-14,1617 Harper Parkway,2096,NSW,Australia,10,327.9799999999999
7000,98,3135,2017-02-08,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,Titus,Worsall,Male,83,1962-01-14,Staff Scientist,Financial Services,Mass Customer,N,â°â´âµâââ,No,16.0,1962-01-14,1617 Harper Parkway,2096,NSW,Australia,10,143.35999999999999
8683,59,3135,2017-05-17,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,Titus,Worsall,Male,83,1962-01-14,Staff Scientist,Financial Services,Mass Customer,N,â°â´âµâââ,No,16.0,1962-01-14,1617 Harper Parkway,2096,NSW,Australia,10,327.9799999999999
9385,73,3135,2017-05-18,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,Titus,Worsall,Male,83,1962-01-14,Staff Scientist,Financial Services,Mass Customer,N,â°â´âµâââ,No,16.0,1962-01-14,1617 Harper Parkway,2096,NSW,Australia,10,1612.25
14352,2,3135,2017-05-31,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,Titus,Worsall,Male,83,1962-01-14,Staff Scientist,Financial Services,Mass Customer,N,â°â´âµâââ,No,16.0,1962-01-14,1617 Harper Parkway,2096,NSW,Australia,10,17.869999999999997
16342,71,3135,2017-02-13,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,Titus,Worsall,Male,83,1962-01-14,Staff Scientist,Financial Services,Mass Customer,N,â°â´âµâââ,No,16.0,1962-01-14,1617 Harper Parkway,2096,NSW,Australia,10,737.1700000000001
6,25,2339,2017-03-08,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,39031.0,Damien,Haddeston,Male,3,1958-12-28,Web Designer II,Property,Affluent Customer,N,á,Yes,16.0,1958-12-28,7174 Thackeray Point,2153,NSW,Australia,10,709.34
3369,60,2339,2017-05-21,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41047.0,Damien,Haddeston,Male,3,1958-12-28,Web Designer II,Property,Affluent Customer,N,á,Yes,16.0,1958-12-28,7174 Thackeray Point,2153,NSW,Australia,10,217.51
7326,53,2339,2017-12-05,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,33259.0,Damien,Haddeston,Male,3,1958-12-28,Web Designer II,Property,Affluent Customer,N,á,Yes,16.0,1958-12-28,7174 Thackeray Point,2153,NSW,Australia,10,693.76
8128,90,2339,2017-02-05,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37539.0,Damien,Haddeston,Male,3,1958-12-28,Web Designer II,Property,Affluent Customer,N,á,Yes,16.0,1958-12-28,7174 Thackeray Point,2153,NSW,Australia,10,72.59999999999997
8831,16,2339,2017-11-05,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,39880.0,Damien,Haddeston,Male,3,1958-12-28,Web Designer II,Property,Affluent Customer,N,á,Yes,16.0,1958-12-28,7174 Thackeray Point,2153,NSW,Australia,10,182.81000000000017
9443,68,2339,2017-12-19,1.0,Cancelled,OHM Cycles,Standard,medium,medium,1636.9,44.71,33879.0,Damien,Haddeston,Male,3,1958-12-28,Web Designer II,Property,Affluent Customer,N,á,Yes,16.0,1958-12-28,7174 Thackeray Point,2153,NSW,Australia,10,1592.19
13760,29,2339,2017-04-04,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,34527.0,Damien,Haddeston,Male,3,1958-12-28,Web Designer II,Property,Affluent Customer,N,á,Yes,16.0,1958-12-28,7174 Thackeray Point,2153,NSW,Australia,10,135.84999999999997
15991,45,2339,2017-02-06,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,38991.0,Damien,Haddeston,Male,3,1958-12-28,Web Designer II,Property,Affluent Customer,N,á,Yes,16.0,1958-12-28,7174 Thackeray Point,2153,NSW,Australia,10,356.5
7,22,1542,2017-04-21,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,Sanders,Fernyhough,Male,56,1978-07-27,Food Chemist,Health,Mass Customer,N,Ù¡Ù¢Ù£,Yes,12.0,1978-07-27,243 Mosinee Place,2155,NSW,Australia,10,15.080000000000005
4160,69,1542,2017-08-19,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Sanders,Fernyhough,Male,56,1978-07-27,Food Chemist,Health,Mass Customer,N,Ù¡Ù¢Ù£,Yes,12.0,1978-07-27,243 Mosinee Place,2155,NSW,Australia,10,198.22000000000003
13247,16,1542,2017-02-15,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,35378.0,Sanders,Fernyhough,Male,56,1978-07-27,Food Chemist,Health,Mass Customer,N,Ù¡Ù¢Ù£,Yes,12.0,1978-07-27,243 Mosinee Place,2155,NSW,Australia,10,182.81000000000017
13388,28,1542,2017-07-10,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,34527.0,Sanders,Fernyhough,Male,56,1978-07-27,Food Chemist,Health,Mass Customer,N,Ù¡Ù¢Ù£,Yes,12.0,1978-07-27,243 Mosinee Place,2155,NSW,Australia,10,133.7800000000002
17672,55,1542,2017-05-29,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,33259.0,Sanders,Fernyhough,Male,56,1978-07-27,Food Chemist,Health,Mass Customer,N,Ù¡Ù¢Ù£,Yes,12.0,1978-07-27,243 Mosinee Place,2155,NSW,Australia,10,1295.43
9,67,1305,2017-08-10,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,33455.0,Averil,Gentiry,Male,97,1970-03-01,Executive Secretary,Financial Services,High Net Worth,N,1/0,Yes,6.0,1970-03-01,3 School Place,4124,QLD,Australia,4,690.49
48,81,1305,2017-06-10,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,41009.0,Averil,Gentiry,Male,97,1970-03-01,Executive Secretary,Financial Services,High Net Worth,N,1/0,Yes,6.0,1970-03-01,3 School Place,4124,QLD,Australia,4,502.47
1803,21,1305,2017-04-22,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,38693.0,Averil,Gentiry,Male,97,1970-03-01,Executive Secretary,Financial Services,High Net Worth,N,1/0,Yes,6.0,1970-03-01,3 School Place,4124,QLD,Australia,4,1103.43
5048,0,1305,2017-02-13,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,39298.0,Averil,Gentiry,Male,97,1970-03-01,Executive Secretary,Financial Services,High Net Worth,N,1/0,Yes,6.0,1970-03-01,3 School Place,4124,QLD,Australia,4,91.15
9526,90,1305,2017-04-07,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,40618.0,Averil,Gentiry,Male,97,1970-03-01,Executive Secretary,Financial Services,High Net Worth,N,1/0,Yes,6.0,1970-03-01,3 School Place,4124,QLD,Australia,4,437.46
10,12,3262,2017-08-30,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,"'""''''""",No,12.0,1959-10-14,2558 Morningstar Center,4221,QLD,Australia,8,1069.5500000000002
148,14,3262,2017-01-13,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,"'""''''""",No,12.0,1959-10-14,2558 Morningstar Center,4221,QLD,Australia,8,152.54999999999995
166,78,3262,2017-11-27,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,"'""''''""",No,12.0,1959-10-14,2558 Morningstar Center,4221,QLD,Australia,8,1055.82
2288,84,3262,2017-03-23,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,"'""''''""",No,12.0,1959-10-14,2558 Morningstar Center,4221,QLD,Australia,8,75.48000000000002
6484,53,3262,2017-12-16,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,"'""''''""",No,12.0,1959-10-14,2558 Morningstar Center,4221,QLD,Australia,8,693.76
6607,8,3262,2017-03-15,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,"'""''''""",No,12.0,1959-10-14,2558 Morningstar Center,4221,QLD,Australia,8,187.38999999999987
7021,98,3262,2017-10-11,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,"'""''''""",No,12.0,1959-10-14,2558 Morningstar Center,4221,QLD,Australia,8,143.35999999999999
8352,99,3262,2017-12-29,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,"'""''''""",No,12.0,1959-10-14,2558 Morningstar Center,4221,QLD,Australia,8,456.44999999999993
8910,4,3262,2017-10-14,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,"'""''''""",No,12.0,1959-10-14,2558 Morningstar Center,4221,QLD,Australia,8,451.6500000000001
10675,19,3262,2017-03-28,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,"'""''''""",No,12.0,1959-10-14,2558 Morningstar Center,4221,QLD,Australia,8,4.8
12,61,2783,2017-01-05,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,2018-02-01 00:00:00,Yes,7.0,1978-08-24,13392 Emmet Parkway,2171,NSW,Australia,9,14.229999999999997
843,21,2783,2017-02-11,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,42404.0,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,2018-02-01 00:00:00,Yes,7.0,1978-08-24,13392 Emmet Parkway,2171,NSW,Australia,9,690.49
2623,56,2783,2017-06-21,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,40779.0,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,2018-02-01 00:00:00,Yes,7.0,1978-08-24,13392 Emmet Parkway,2171,NSW,Australia,9,45.96000000000001
5392,86,2783,2017-07-06,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,36367.0,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,2018-02-01 00:00:00,Yes,7.0,1978-08-24,13392 Emmet Parkway,2171,NSW,Australia,9,110.56
9505,95,2783,2017-10-18,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,33364.0,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,2018-02-01 00:00:00,Yes,7.0,1978-08-24,13392 Emmet Parkway,2171,NSW,Australia,9,41.129999999999995
9828,42,2783,2017-04-03,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,37668.0,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,2018-02-01 00:00:00,Yes,7.0,1978-08-24,13392 Emmet Parkway,2171,NSW,Australia,9,199.0999999999999
13573,80,2783,2017-10-02,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,41533.0,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,2018-02-01 00:00:00,Yes,7.0,1978-08-24,13392 Emmet Parkway,2171,NSW,Australia,9,139.2299999999999
13985,67,2783,2017-09-16,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,42710.0,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,2018-02-01 00:00:00,Yes,7.0,1978-08-24,13392 Emmet Parkway,2171,NSW,Australia,9,167.20999999999998
15508,51,2783,2017-01-14,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,39915.0,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,2018-02-01 00:00:00,Yes,7.0,1978-08-24,13392 Emmet Parkway,2171,NSW,Australia,9,802.26
16819,99,2783,2017-10-18,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,2018-02-01 00:00:00,Yes,7.0,1978-08-24,13392 Emmet Parkway,2171,NSW,Australia,9,456.44999999999993
18818,6,2783,2017-03-16,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,33549.0,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,2018-02-01 00:00:00,Yes,7.0,1978-08-24,13392 Emmet Parkway,2171,NSW,Australia,9,91.15
13,35,1243,2017-02-26,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,Robbert,Blakey,Male,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,"""'",No,8.0,1953-08-09,2 Eliot Lane,2155,NSW,Australia,11,903.11
5047,40,1243,2017-10-21,1.0,Cancelled,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,Robbert,Blakey,Male,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,"""'",No,8.0,1953-08-09,2 Eliot Lane,2155,NSW,Australia,11,583.2700000000001
5804,67,1243,2017-01-24,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,Robbert,Blakey,Male,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,"""'",No,8.0,1953-08-09,2 Eliot Lane,2155,NSW,Australia,11,167.20999999999998
8468,5,1243,2017-01-18,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,Robbert,Blakey,Male,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,"""'",No,8.0,1953-08-09,2 Eliot Lane,2155,NSW,Australia,11,114.93
11800,98,1243,2017-02-15,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,Robbert,Blakey,Male,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,"""'",No,8.0,1953-08-09,2 Eliot Lane,2155,NSW,Australia,11,143.35999999999999
12261,11,1243,2017-04-21,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Robbert,Blakey,Male,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,"""'",No,8.0,1953-08-09,2 Eliot Lane,2155,NSW,Australia,11,509.97
12646,14,1243,2017-04-08,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,Robbert,Blakey,Male,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,"""'",No,8.0,1953-08-09,2 Eliot Lane,2155,NSW,Australia,11,152.54999999999995
14841,16,1243,2017-06-14,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,Robbert,Blakey,Male,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,"""'",No,8.0,1953-08-09,2 Eliot Lane,2155,NSW,Australia,11,182.81000000000017
19002,25,1243,2017-02-08,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,Robbert,Blakey,Male,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,"""'",No,8.0,1953-08-09,2 Eliot Lane,2155,NSW,Australia,11,709.34
19850,44,1243,2017-03-02,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,Robbert,Blakey,Male,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,"""'",No,8.0,1953-08-09,2 Eliot Lane,2155,NSW,Australia,11,1660.88
14,16,2717,2017-09-10,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,(ï½¡â â âï½¡),No,13.0,1981-03-25,6994 Hanson Place,2580,NSW,Australia,5,182.81000000000017
2942,51,2717,2017-07-04,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,(ï½¡â â âï½¡),No,13.0,1981-03-25,6994 Hanson Place,2580,NSW,Australia,5,802.26
3595,10,2717,2017-03-11,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,(ï½¡â â âï½¡),No,13.0,1981-03-25,6994 Hanson Place,2580,NSW,Australia,5,1103.43
5681,32,2717,2017-11-19,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,(ï½¡â â âï½¡),No,13.0,1981-03-25,6994 Hanson Place,2580,NSW,Australia,5,431.33000000000004
6206,84,2717,2017-06-13,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,(ï½¡â â âï½¡),No,13.0,1981-03-25,6994 Hanson Place,2580,NSW,Australia,5,75.48000000000002
8511,56,2717,2017-02-28,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,(ï½¡â â âï½¡),No,13.0,1981-03-25,6994 Hanson Place,2580,NSW,Australia,5,45.96000000000001
9404,66,2717,2017-07-12,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,(ï½¡â â âï½¡),No,13.0,1981-03-25,6994 Hanson Place,2580,NSW,Australia,5,64.92999999999995
11732,96,2717,2017-11-16,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,(ï½¡â â âï½¡),No,13.0,1981-03-25,6994 Hanson Place,2580,NSW,Australia,5,129.01
16877,57,2717,2017-01-07,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,(ï½¡â â âï½¡),No,13.0,1981-03-25,6994 Hanson Place,2580,NSW,Australia,5,1630.25
15,12,247,2017-06-11,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,Kristal,Joysey,Female,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,ï½ï½¨(Â´âï½â©,Yes,13.0,1983-05-06,2 2nd Plaza,2283,NSW,Australia,4,1055.82
883,38,247,2017-09-09,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37659.0,Kristal,Joysey,Female,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,ï½ï½¨(Â´âï½â©,Yes,13.0,1983-05-06,2 2nd Plaza,2283,NSW,Australia,4,1702.5499999999997
3200,0,247,2017-01-21,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,Kristal,Joysey,Female,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,ï½ï½¨(Â´âï½â©,Yes,13.0,1983-05-06,2 2nd Plaza,2283,NSW,Australia,4,43.97
3833,22,247,2017-06-17,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,34115.0,Kristal,Joysey,Female,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,ï½ï½¨(Â´âï½â©,Yes,13.0,1983-05-06,2 2nd Plaza,2283,NSW,Australia,4,143.82
5268,10,247,2017-02-26,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,41922.0,Kristal,Joysey,Female,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,ï½ï½¨(Â´âï½â©,Yes,13.0,1983-05-06,2 2nd Plaza,2283,NSW,Australia,4,1612.25
7140,33,247,2017-01-16,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,36498.0,Kristal,Joysey,Female,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,ï½ï½¨(Â´âï½â©,Yes,13.0,1983-05-06,2 2nd Plaza,2283,NSW,Australia,4,199.0999999999999
